iter	Logloss
193	0.2708563826
194	0.2708291601
195	0.270798107
196	0.270775117
197	0.2707606348
198	0.2707288363
199	0.2706815245
200	0.2706363559
201	0.2706231856
202	0.2706151054
203	0.2705913991
204	0.2705685263
205	0.2705678833
206	0.2705076339
207	0.2704854249
208	0.2704645522
209	0.2704350465
210	0.2704143114
211	0.2703953194
212	0.2703514277
213	0.270325906
214	0.2703053912
215	0.2702666051
216	0.2702354199
217	0.2702285807
218	0.2702164727
219	0.2702007467
220	0.270123547
221	0.2700910683
222	0.2700811172
223	0.2700469626
224	0.2700456305
225	0.2699993276
226	0.2699721357
227	0.2699672378
228	0.2699388514
229	0.2699342192
230	0.2699261903
231	0.26992266
232	0.2699101197
233	0.2698901568
234	0.26985305
235	0.2698341919
236	0.269793236
237	0.269768924
238	0.2697620063
239	0.269740528
240	0.2696746706
241	0.2695955586
242	0.2695948029
243	0.2695812102
244	0.2695699778
245	0.2695330526
246	0.2695166358
247	0.2695018948
248	0.2694831143
249	0.2694432499
250	0.2694348432
251	0.2694131299
252	0.2694084388
253	0.2693871733
254	0.2693856108
255	0.269365123
256	0.2693532647
257	0.2693431589
258	0.2693371373
259	0.269335323
260	0.2693255242
261	0.2693219588
262	0.269312255
263	0.2693059668
264	0.2692986863
265	0.2692970937
266	0.2692817323
267	0.269268567
268	0.2692184313
269	0.2692023114
270	0.2691949102
271	0.2691833309
272	0.2691711316
273	0.2691607981
274	0.2691555531
275	0.2691205639
276	0.2691120003
277	0.2691085264
278	0.2691035905
279	0.2690720986
280	0.2690535484
281	0.2690408394
282	0.2690217085
283	0.269015354
284	0.2690044659
285	0.2689867226
286	0.2689741041
287	0.2689624377
288	0.2689403998
289	0.2689260229
290	0.2689256839
291	0.2689179326
292	0.2689075489
293	0.2688788274
294	0.2688723931
295	0.2688632861
296	0.2688425505
297	0.2688327707
298	0.268826236
299	0.2688115719
300	0.2687653925
301	0.2687622499
302	0.2687538621
303	0.26874034
304	0.2687346954
305	0.2687254397
306	0.2687216083
307	0.2686941791
308	0.2686907935
309	0.268682809
310	0.2686686107
311	0.268653598
312	0.268649186
313	0.26864571
314	0.2686408401
315	0.2686394136
316	0.2686031936
317	0.2685846438
318	0.2685729277
319	0.2685706697
320	0.2684974102
321	0.2684782026
322	0.2684670349
323	0.268444074
324	0.2683969432
325	0.2683807217
326	0.2683556855
327	0.2683281823
328	0.2683214787
329	0.2682971197
330	0.2682876772
331	0.2682825221
332	0.2682675621
333	0.2682630771
334	0.2682510782
335	0.2682496705
336	0.2682460785
337	0.2682210143
338	0.268216191
339	0.2681968039
340	0.2681695427
341	0.2681690125
342	0.2681551758
343	0.2681420201
344	0.2681074348
345	0.2680928111
346	0.2680700021
347	0.2680666851
348	0.268042913
349	0.2680344929
350	0.2680240038
351	0.2680070212
352	0.2679874001
353	0.2679683935
354	0.2679499882
355	0.2679464171
356	0.2678867885
357	0.2678555311
358	0.2678446933
359	0.2678301175
360	0.2678171274
361	0.2678124107
362	0.2678052813
363	0.2677715013
364	0.2677646906
365	0.2677026235
366	0.267683745
367	0.2676577825
368	0.2676520424
369	0.2676331477
370	0.2676311961
371	0.267615728
372	0.2676126852
373	0.2676092803
374	0.2675923771
375	0.2675818703
376	0.2675678843
377	0.2675416288
378	0.267533345
379	0.2675200313
380	0.2675035978
381	0.2674639501
382	0.2674397562
383	0.2674195162
384	0.2674166087
385	0.2674122016
386	0.2674116387
387	0.2674032366
388	0.2673573831
389	0.2673535096
390	0.2673527308
391	0.26735195
392	0.2673257325
393	0.267316636
394	0.2673106775
395	0.2672961808
396	0.2672915192
397	0.2672753028
398	0.2672540764
399	0.2672492798
400	0.2672412717
401	0.2672129218
402	0.2672083355
403	0.2672050932
404	0.2672023374
405	0.2671573749
406	0.2671295275
407	0.2670988049
408	0.2670729099
409	0.2670296495
410	0.2670266154
411	0.2670116992
412	0.2670003376
413	0.2669974369
414	0.2669646406
415	0.2668994238
416	0.2668523439
417	0.2667836369
418	0.2667830963
419	0.2667373038
420	0.266733649
421	0.2667143346
422	0.2666778244
423	0.2666768741
424	0.2666556371
425	0.2666518761
426	0.2666340344
427	0.2665879334
428	0.2665727453
429	0.2665648804
430	0.2665555276
431	0.2665367092
432	0.2665291689
433	0.2665054028
434	0.2664521068
435	0.2664478876
436	0.2664414859
437	0.2664358525
438	0.2664208631
439	0.26637962
440	0.2663724457
441	0.2663161051
442	0.2663015074
443	0.2662742187
444	0.2662717868
445	0.2662635803
446	0.2662456157
447	0.2662345592
448	0.2662152388
449	0.266208516
450	0.2661814579
451	0.2661743201
452	0.2661674965
453	0.2661528268
454	0.2661496879
455	0.2661485811
456	0.2661460616
457	0.2661294261
458	0.2661141821
459	0.2661077366
460	0.2660970832
461	0.2660921584
462	0.266058712
463	0.2660441396
464	0.2660177475
465	0.2660088398
466	0.2659989821
467	0.2659941147
468	0.2659357997
469	0.2659295367
470	0.2659246768
471	0.265918056
472	0.2659064444
473	0.265872284
474	0.2658572149
475	0.2658484448
476	0.2658470198
477	0.2658412209
478	0.2658195545
479	0.265797811
480	0.2657928427
481	0.2657727339
482	0.2657631071
483	0.265700919
484	0.2656978635
485	0.2656774688
486	0.2656723397
487	0.2656686201
488	0.2656645185
489	0.2656416009
490	0.2656323482
491	0.2656217337
492	0.2655830283
493	0.2655711532
494	0.2655514932
495	0.265532534
496	0.265528223
497	0.2654736387
498	0.2654676806
499	0.2654635965
500	0.2654619861
501	0.2654571336
502	0.2654479329
503	0.2654273654
504	0.2654153595
505	0.2654103442
506	0.2653584106
507	0.2653447523
508	0.265337334
509	0.2653365061
510	0.2653266736
511	0.2652490885
512	0.2652447167
513	0.2652441624
514	0.2652192667
515	0.2651998977
516	0.2651515113
517	0.265128223
518	0.2651237527
519	0.265109866
520	0.2651040569
521	0.2650849241
522	0.2650705097
523	0.2650671201
524	0.2650618034
525	0.2650570407
526	0.2650089667
527	0.2649772388
528	0.2649606412
529	0.2649584468
530	0.2649124463
531	0.2648855685
532	0.2648805971
533	0.2648582243
534	0.2648450865
535	0.2648356644
536	0.2648169954
537	0.2648002003
538	0.2647575156
539	0.2647538619
540	0.2647498955
541	0.2647477187
542	0.2647435411
543	0.2647347033
544	0.2647263692
545	0.2647138411
546	0.264701402
547	0.2646963904
548	0.2646940188
549	0.2646825526
550	0.2646743051
551	0.2646705764
552	0.2646417787
553	0.2646245542
554	0.2646157294
555	0.264592545
556	0.2645693884
557	0.2645600295
558	0.2645592765
559	0.2645507346
560	0.2645413159
561	0.264523904
562	0.2645197962
563	0.264516432
564	0.2645140561
565	0.2645125306
566	0.2645060218
567	0.2644979268
568	0.2644664251
569	0.2644617522
570	0.2644539698
571	0.2644071209
572	0.264399034
573	0.2643978445
574	0.2643747785
575	0.264358769
576	0.2643515643
577	0.2643147381
578	0.2642862698
579	0.264273913
580	0.2642669811
581	0.2642459876
582	0.2642392395
583	0.2642144656
584	0.2641931486
585	0.2641703622
586	0.2641515773
587	0.2641369513
588	0.2641255071
589	0.2641234368
590	0.2641196865
591	0.264106454
592	0.2640908645
593	0.2640765113
594	0.2640666359
595	0.264060655
596	0.2640564776
597	0.264037301
598	0.2640211458
599	0.2639909406
600	0.2639767763
601	0.2639320003
602	0.2638888134
603	0.2638809213
604	0.2638757652
605	0.2638644486
606	0.2638460362
607	0.2638378898
608	0.2638268052
609	0.2638130091
610	0.2638077706
611	0.2637959886
612	0.2637877085
613	0.2637861542
614	0.2637833909
615	0.2637559699
616	0.2637142412
617	0.2636449946
618	0.2636366069
619	0.2636329853
620	0.2635755673
621	0.2635652536
622	0.2635626448
623	0.2635539617
624	0.2635379303
625	0.2635350686
626	0.2635143582
627	0.2634972112
628	0.2634853925
629	0.2634840924
630	0.2634716495
631	0.2634504406
632	0.2634431206
633	0.2634243977
634	0.2634020615
635	0.2633883648
636	0.263364465
637	0.2633517863
638	0.2633275257
639	0.2633249922
640	0.2633120264
641	0.2633003507
642	0.2632935455
643	0.2632735649
644	0.2632430914
645	0.2632309789
646	0.263222892
647	0.2632205936
648	0.2631880483
649	0.263183159
650	0.263177293
651	0.2631611858
652	0.2631575179
653	0.2631469798
654	0.2631452911
655	0.2631122811
656	0.2630798534
657	0.2630161186
658	0.2629985583
659	0.2629725965
660	0.262970987
661	0.2629284703
662	0.2629171298
663	0.2629128016
664	0.2628992926
665	0.2628915853
666	0.2628730694
667	0.2628454727
668	0.2628214054
669	0.2628094717
670	0.2627960669
671	0.2627786651
672	0.262769347
673	0.262765497
674	0.2627625277
675	0.2627354585
676	0.2627246918
677	0.2627162733
678	0.2626858482
679	0.2626690351
680	0.2626628722
681	0.2626595472
682	0.2626171421
683	0.2626127415
684	0.262606192
685	0.2625633883
686	0.2625519197
687	0.2625351784
688	0.2625313115
689	0.2624997294
690	0.2624960791
691	0.2624926563
692	0.2624794812
693	0.2624750415
694	0.2624675877
695	0.2624473118
696	0.2624420425
697	0.2624322321
698	0.2624285768
699	0.2624033214
700	0.2623919245
701	0.2623773602
702	0.2623536283
703	0.2623392191
704	0.2623331256
705	0.2623243633
706	0.262293467
707	0.2622460283
708	0.2622262129
709	0.2622078905
710	0.2621957089
711	0.2621854422
712	0.2621719025
713	0.2621668667
714	0.2621544543
715	0.2621438771
716	0.2621318265
717	0.2621224614
718	0.2621153167
719	0.2621142933
720	0.2620960512
721	0.262090941
722	0.2620797449
723	0.2620647104
724	0.2620257137
725	0.2620180468
726	0.2620079457
727	0.2619901492
728	0.2619725011
729	0.2619664239
730	0.2619030071
731	0.2619016071
732	0.2618865146
733	0.2618825278
734	0.2618748796
735	0.2618622228
736	0.2618572623
737	0.2618568064
738	0.2618508886
739	0.2618309246
740	0.2618214309
741	0.2618146505
742	0.2618049983
743	0.2617902007
744	0.2617837737
745	0.2617670874
746	0.2617650137
747	0.261746127
748	0.2617395052
749	0.2617075388
750	0.2616988763
751	0.2616761857
752	0.2616727154
753	0.2616563775
754	0.2616491372
755	0.2616136997
756	0.261613204
757	0.2615824199
758	0.2615703346
759	0.2615669847
760	0.2615590372
761	0.2615471099
762	0.2615367934
763	0.261519954
764	0.2615066312
765	0.2614905976
766	0.2614685417
767	0.2614447273
768	0.2614358041
769	0.2614304873
770	0.2614233941
771	0.2614132945
772	0.2614113733
773	0.2614049451
774	0.2613855714
775	0.2613615494
776	0.2613560544
777	0.2613415599
778	0.2613146081
779	0.2612768415
780	0.2612623701
781	0.2612568367
782	0.2612450022
783	0.2612363843
784	0.2612027494
785	0.2611711833
786	0.261162613
787	0.261152933
788	0.2611350972
789	0.2611214448
790	0.2610942371
791	0.2610871748
792	0.2610649559
793	0.2610597137
794	0.2610543366
795	0.2610492954
796	0.2610251382
797	0.2609996695
798	0.2609803603
799	0.2609722416
800	0.2609699635
801	0.2609659844
802	0.2609551096
803	0.2609327252
804	0.2609293718
805	0.260918702
806	0.2609047115
807	0.2608948911
808	0.2608925717
809	0.2608894419
810	0.2608828813
811	0.2608734033
812	0.2608693179
813	0.2608655013
814	0.2608608432
815	0.2608442923
816	0.2608327838
817	0.2608081483
818	0.2607876794
819	0.2607739892
820	0.2607597381
821	0.2607509491
822	0.2607368539
823	0.2607298776
824	0.2607068451
825	0.2606888336
826	0.2606738907
827	0.2606545004
828	0.2606494893
829	0.260645594
830	0.2605995997
831	0.2605666889
832	0.2605615938
833	0.2605583868
834	0.2605536811
835	0.2605452806
836	0.2605283719
837	0.2605057956
838	0.2605021718
839	0.2605000591
840	0.2604960638
841	0.2604791172
842	0.2604490139
843	0.2604334232
844	0.2604031177
845	0.2603811473
846	0.2603570802
847	0.2603446728
848	0.2603312922
849	0.2603033106
850	0.2602959233
851	0.2602862228
852	0.2602803686
853	0.2602680295
854	0.2602490991
855	0.2602330116
856	0.2602115894
857	0.260195996
858	0.2601792501
859	0.2601724368
860	0.2601641284
861	0.2601548305
862	0.2601496009
863	0.2601456917
864	0.2601341551
865	0.2601327031
866	0.2601156691
867	0.2601075422
868	0.2600959668
869	0.2600813802
870	0.2600563135
871	0.2600475775
872	0.2600249269
873	0.2600139997
874	0.2599823887
875	0.2599678711
876	0.2599541158
877	0.2599295769
878	0.2599215927
879	0.2599147106
880	0.2599032088
881	0.2598981033
882	0.2598901127
883	0.2598693564
884	0.2598580995
885	0.2598404697
886	0.2598153994
887	0.2598013548
888	0.2597783337
889	0.2597580805
890	0.2597470131
891	0.2597383815
892	0.2597296375
893	0.2597135722
894	0.2597007402
895	0.2596879314
896	0.2596797011
897	0.2596658903
898	0.2596526767
899	0.2596302522
900	0.2596256123
901	0.259610441
902	0.2596001401
903	0.2595853825
904	0.2595819818
905	0.2595749588
906	0.259564522
907	0.2595585437
908	0.2595428614
909	0.2595330274
910	0.2595173534
911	0.2594957886
912	0.2594826957
913	0.2594781369
914	0.2594682779
915	0.2594606558
916	0.2594547713
917	0.2594395194
918	0.2593755733
919	0.2593607174
920	0.2593479475
921	0.259341059
922	0.2593364894
923	0.2593273664
924	0.2592975278
925	0.2592786989
926	0.2592648551
927	0.2592607496
928	0.2592457673
929	0.2592392835
930	0.2592325135
931	0.2592113891
932	0.2592070288
933	0.259191823
934	0.259157444
935	0.2591371047
936	0.2591182146
937	0.2590713989
938	0.2590614487
939	0.2590328555
940	0.2590149737
941	0.2590050729
942	0.2589704786
943	0.2589468626
944	0.2589328056
945	0.2589206871
946	0.2589181385
947	0.2589170727
948	0.2589045357
949	0.2588905408
950	0.2588519409
951	0.2588366065
952	0.2588300975
953	0.2588060698
954	0.2587981878
955	0.2587842225
956	0.258780449
957	0.2587768137
958	0.2587752988
959	0.2587601118
960	0.258743527
961	0.2587235164
962	0.2587209973
963	0.2587024661
964	0.2586881215
965	0.2586836226
966	0.2586745473
967	0.2586281622
968	0.2586243758
969	0.2586144758
970	0.2585879026
971	0.2585715058
972	0.2585630557
973	0.2585530809
974	0.2585364437
975	0.2585134453
976	0.2585051949
977	0.2584909563
978	0.2584876285
979	0.2584792769
980	0.2584626819
981	0.2584455977
982	0.2584263113
983	0.2584116994
984	0.2583951524
985	0.2583809314
986	0.2583787303
987	0.2583464275
988	0.2583393348
989	0.2583307153
990	0.2583251248
991	0.2583222368
992	0.2583132562
993	0.2583089612
994	0.2583044676
995	0.2582996107
996	0.2582801922
997	0.2582645495
998	0.2582582541
999	0.2582397679
1000	0.2582280684
1001	0.2582158791
1002	0.2581999045
1003	0.2581849196
1004	0.2581799496
1005	0.2581669394
1006	0.258152534
1007	0.2581268125
1008	0.2581174879
1009	0.2580992385
1010	0.258091545
1011	0.2580778824
1012	0.2580617065
1013	0.2580565545
1014	0.2580522846
1015	0.2580379316
1016	0.2580260462
1017	0.2580238157
1018	0.2580174523
1019	0.258005922
1020	0.2579745228
1021	0.2579505158
1022	0.2579379401
1023	0.2579083157
1024	0.2578972309
1025	0.2578872289
1026	0.2578786979
1027	0.2578704264
1028	0.2578638728
1029	0.2578440781
1030	0.2578374105
1031	0.2578057095
1032	0.2578004506
1033	0.2577919959
1034	0.2577779235
1035	0.2577720522
1036	0.2577675812
1037	0.257747075
1038	0.257723664
1039	0.2576932827
1040	0.2576859891
1041	0.2576790259
1042	0.2576759213
1043	0.2576565954
1044	0.2576500118
1045	0.2576371411
1046	0.257631267
1047	0.257625386
1048	0.2576211394
1049	0.2576176955
1050	0.2576148786
1051	0.2575914692
1052	0.2575835357
1053	0.2575755756
1054	0.2575633117
1055	0.2575534151
1056	0.2575447323
1057	0.2575087893
1058	0.2574983041
1059	0.2574894882
1060	0.2574642366
1061	0.2574262818
1062	0.2574019057
1063	0.2573995661
1064	0.2573867752
1065	0.2573658826
1066	0.2573609808
1067	0.2573415711
1068	0.2573331909
1069	0.2573251876
1070	0.2573081289
1071	0.2572983113
1072	0.2572932372
1073	0.2572830939
1074	0.2572815847
1075	0.2572776373
1076	0.2572749376
1077	0.2572447442
1078	0.2572372777
1079	0.2572351657
1080	0.257214047
1081	0.257184502
1082	0.2571653329
1083	0.2571286289
1084	0.2571271894
1085	0.2571258227
1086	0.2571194123
1087	0.257115251
1088	0.2571145362
1089	0.2570918398
1090	0.2570842595
1091	0.2570780138
1092	0.2570609103
1093	0.2570449231
1094	0.2570282559
1095	0.2569862823
1096	0.2569587098
1097	0.2569187622
1098	0.2569028456
1099	0.2568870573
1100	0.2568852615
1101	0.2568815547
1102	0.2568763193
1103	0.2568670777
1104	0.256861626
1105	0.2568545939
1106	0.2568464864
1107	0.2568413866
1108	0.2568278983
1109	0.2568169417
1110	0.2568065774
1111	0.2567848213
1112	0.2567434236
1113	0.2567224889
1114	0.2566831957
1115	0.2566672948
1116	0.2566509564
1117	0.2566436379
1118	0.2566375417
1119	0.2566223816
1120	0.2566124399
1121	0.256577491
1122	0.2565727478
1123	0.2565461019
1124	0.2565427273
1125	0.2565217068
1126	0.2565206478
1127	0.2565059516
1128	0.2565049323
1129	0.2564813366
1130	0.2564694952
1131	0.2564693101
1132	0.2564438791
1133	0.2564263091
1134	0.2564013398
1135	0.2563886649
1136	0.2563703276
1137	0.2563503399
1138	0.256340954
1139	0.2563343358
1140	0.256319389
1141	0.2563155419
1142	0.2562888389
1143	0.2562749068
1144	0.2562577469
1145	0.2562337282
1146	0.2562296677
1147	0.2562174092
1148	0.2562057427
1149	0.2561969579
1150	0.256193026
1151	0.2561892969
1152	0.2561853098
1153	0.2561844096
1154	0.2561774235
1155	0.2561470088
1156	0.2561350753
1157	0.2560989805
1158	0.2560863
1159	0.2560646566
1160	0.2560504153
1161	0.2560259759
1162	0.2560153728
1163	0.2560085369
1164	0.2559979116
1165	0.2559796057
1166	0.2559703626
1167	0.2559573977
1168	0.2559497014
1169	0.2559273077
1170	0.2559119549
1171	0.2558823474
1172	0.2558742159
1173	0.2558667567
1174	0.2558622799
1175	0.2558547907
1176	0.2558333797
1177	0.2558298102
1178	0.2558286463
1179	0.2558189987
1180	0.2558068619
1181	0.2557969128
1182	0.2557875726
1183	0.2557729171
1184	0.2557703956
1185	0.2557571632
1186	0.2557472487
1187	0.255736841
1188	0.2557045954
1189	0.255693648
1190	0.2556783558
1191	0.2556711839
1192	0.2556595416
1193	0.2556463325
1194	0.2556161678
1195	0.2556079931
1196	0.2556009497
1197	0.255593759
1198	0.2555901878
1199	0.2555710852
1200	0.2555600537
1201	0.2555512702
1202	0.2555501898
1203	0.2555290984
1204	0.255515592
1205	0.2555053777
1206	0.2554858565
1207	0.2554686484
1208	0.255460252
1209	0.25544587
1210	0.2554426931
1211	0.2554255356
1212	0.2554050897
1213	0.2553897136
1214	0.2553806014
1215	0.2553779479
1216	0.2553670724
1217	0.2553598104
1218	0.2553591797
1219	0.2553369274
1220	0.2553088087
1221	0.2552913138
1222	0.255277731
1223	0.2552618175
1224	0.2552553118
1225	0.2552446953
1226	0.2552369657
1227	0.2552314656
1228	0.255196922
1229	0.2551658104
1230	0.2551436646
1231	0.2551366263
1232	0.2551341541
1233	0.2551302946
1234	0.2550984347
1235	0.2550665464
1236	0.2550288728
1237	0.2550143557
1238	0.2549972324
1239	0.2549918573
1240	0.2549833055
1241	0.2549821761
1242	0.2549542899
1243	0.2549446372
1244	0.2549332504
1245	0.254923721
1246	0.2549193688
1247	0.2548992691
1248	0.254892779
1249	0.2548894939
1250	0.2548797129
1251	0.2548771091
1252	0.2548667782
1253	0.2548615326
1254	0.2548539916
1255	0.254848887
1256	0.2548266216
1257	0.2548210551
1258	0.2548117112
1259	0.2548079853
1260	0.2548002647
1261	0.2547871437
1262	0.2547471165
1263	0.2547370431
1264	0.2547317221
1265	0.2547013439
1266	0.2546965476
1267	0.2546829979
1268	0.2546739276
1269	0.2546712816
1270	0.2546615802
1271	0.2546565932
1272	0.254650036
1273	0.2546432424
1274	0.2546275012
1275	0.2546199903
1276	0.2546090205
1277	0.2546035809
1278	0.2545991412
1279	0.2545892877
1280	0.2545801693
1281	0.2545740298
1282	0.25456972
1283	0.2545559071
1284	0.2545351903
1285	0.2545234881
1286	0.2544952039
1287	0.2544775827
1288	0.2544594054
1289	0.2544537421
1290	0.2544456884
1291	0.2544328017
1292	0.2544140072
1293	0.254405825
1294	0.2544047966
1295	0.2543899137
1296	0.2543701047
1297	0.2543653306
1298	0.2543567825
1299	0.2543385956
1300	0.2543091014
1301	0.2542921869
1302	0.2542851378
1303	0.254283477
1304	0.2542693722
1305	0.2542526373
1306	0.2542418968
1307	0.2542332062
1308	0.2542270209
1309	0.2542150739
1310	0.2542078733
1311	0.254193793
1312	0.2541868247
1313	0.2541592283
1314	0.2541439677
1315	0.2541210658
1316	0.2541076057
1317	0.254096887
1318	0.2540774097
1319	0.2540649452
1320	0.2540551891
1321	0.2540312189
1322	0.254017306
1323	0.2540150046
1324	0.2539995958
1325	0.2539990197
1326	0.253976772
1327	0.2539662534
1328	0.2539626965
1329	0.2539596092
1330	0.2539535166
1331	0.2539435146
1332	0.2539416702
1333	0.253934649
1334	0.2539276801
1335	0.253912321
1336	0.2539006476
1337	0.2538941785
1338	0.2538705718
1339	0.2538578445
1340	0.2538474721
1341	0.2538380105
1342	0.2538340342
1343	0.2538258426
1344	0.2538229341
1345	0.2538128351
1346	0.2538071777
1347	0.2537915556
1348	0.2537814156
1349	0.2537687286
1350	0.2537568032
1351	0.2537554481
1352	0.2537502354
1353	0.2537432823
1354	0.253738015
1355	0.2537334583
1356	0.2537186255
1357	0.2537015422
1358	0.2536973206
1359	0.2536933171
1360	0.253676634
1361	0.2536678974
1362	0.2536665104
1363	0.2536486656
1364	0.2536302012
1365	0.2536186851
1366	0.253613332
1367	0.253609972
1368	0.2535942326
1369	0.2535840627
1370	0.2535687398
1371	0.2535634366
1372	0.2535563257
1373	0.2535510847
1374	0.2535261881
1375	0.2535115857
1376	0.2535053079
1377	0.2534985604
1378	0.2534771172
1379	0.2534640109
1380	0.2534513438
1381	0.2534390651
1382	0.2534259891
1383	0.2534206742
1384	0.2534128064
1385	0.2533920533
1386	0.2533834048
1387	0.2533713062
1388	0.2533646448
1389	0.2533538291
1390	0.2533453776
1391	0.2533359636
1392	0.253331494
1393	0.2533247705
1394	0.2533219665
1395	0.2533118943
1396	0.2532959521
1397	0.2532877801
1398	0.2532856311
1399	0.2532653968
1400	0.253258454
1401	0.2532487228
1402	0.2532461447
1403	0.2532317323
1404	0.2532286601
1405	0.2532192687
1406	0.2532132312
1407	0.2532081161
1408	0.2532015182
1409	0.2531896417
1410	0.2531869747
1411	0.2531813768
1412	0.2531724319
1413	0.2531655757
1414	0.2531599747
1415	0.2531508487
1416	0.2531232548
1417	0.253115061
1418	0.2530992855
1419	0.253095015
1420	0.2530849208
1421	0.2530742156
1422	0.2530542653
1423	0.2530403309
1424	0.2530361506
1425	0.2530284535
1426	0.2530264281
1427	0.2530168825
1428	0.2530072288
1429	0.2530022651
1430	0.252984372
1431	0.2529513566
1432	0.2529497198
1433	0.2529251005
1434	0.2529182702
1435	0.2529103529
1436	0.2528743854
1437	0.2528626741
1438	0.2528578411
1439	0.2528496098
1440	0.252837497
1441	0.2528312697
1442	0.2528140284
1443	0.2528060585
1444	0.2527897797
1445	0.2527872578
1446	0.2527793178
1447	0.2527679873
1448	0.2527609419
1449	0.2527528342
1450	0.2527366358
1451	0.2527249702
1452	0.2527177237
1453	0.2526839921
1454	0.2526754428
1455	0.2526705127
1456	0.2526691367
1457	0.2526562623
1458	0.2526475224
1459	0.2526301474
1460	0.2526160071
1461	0.2526036794
1462	0.2525766975
1463	0.2525668919
1464	0.2525614208
1465	0.2525603056
1466	0.2525527383
1467	0.2525421629
1468	0.2525347822
1469	0.2525296036
1470	0.2525221527
1471	0.252514938
1472	0.2525041486
1473	0.2524982804
1474	0.2524927244
1475	0.2524777394
1476	0.2524743139
1477	0.2524698581
1478	0.2524656135
1479	0.2524615171
1480	0.2524503894
1481	0.2524458312
1482	0.2524285886
1483	0.2524221574
1484	0.2524157615
1485	0.2524069196
1486	0.2523989664
1487	0.2523850872
1488	0.2523720567
1489	0.2523710239
1490	0.2523492412
1491	0.2523408904
1492	0.25233999
1493	0.252335585
1494	0.2523269096
1495	0.2523050458
1496	0.2522902516
1497	0.2522795939
1498	0.2522474095
1499	0.2522249364
1500	0.2522219288
1501	0.2522134083
1502	0.2522073932
1503	0.2521883857
1504	0.2521798249
1505	0.2521670095
1506	0.2521573218
1507	0.2521453359
1508	0.2521390685
1509	0.2521367286
1510	0.2521355104
1511	0.2521236122
