iter	Logloss
1512	0.2521089963
1513	0.2521017792
1514	0.2520806465
1515	0.2520692232
1516	0.252047471
1517	0.2520377259
1518	0.2520319588
1519	0.2520293067
1520	0.2520077362
1521	0.2519940371
1522	0.251984562
1523	0.2519549626
1524	0.2519475967
1525	0.2519342389
1526	0.2519308697
1527	0.2519289892
1528	0.2519168721
1529	0.2519122618
1530	0.2519010298
1531	0.2518976754
1532	0.251892674
1533	0.2518833262
1534	0.2518788053
1535	0.2518657503
1536	0.2518576622
1537	0.2518506077
1538	0.2518399538
1539	0.2518346658
1540	0.2518318531
1541	0.2518139722
1542	0.2518034613
1543	0.251789327
1544	0.2517811194
1545	0.2517722991
1546	0.2517644243
1547	0.2517477801
1548	0.2517382105
1549	0.2517355561
1550	0.2517227159
1551	0.2517134038
1552	0.2517096991
1553	0.2516978067
1554	0.2516918748
1555	0.2516751672
1556	0.2516724619
1557	0.2516699902
1558	0.2516649625
1559	0.2516582645
1560	0.2516493069
1561	0.2516294241
1562	0.2516263072
1563	0.2515985692
1564	0.2515858665
1565	0.25157973
1566	0.2515655985
1567	0.2515604606
1568	0.25154646
1569	0.2515307345
1570	0.2514995888
1571	0.2514945202
1572	0.2514862053
1573	0.2514637958
1574	0.251446217
1575	0.2514391847
1576	0.2514382574
1577	0.2514081946
1578	0.2513922279
1579	0.2513507279
1580	0.2513325756
1581	0.2513231514
1582	0.2513128745
1583	0.2512981717
1584	0.2512848254
1585	0.2512661962
1586	0.2512554795
1587	0.2512514355
1588	0.2512487149
1589	0.2512457574
1590	0.2512453239
1591	0.2512236112
1592	0.2512083335
1593	0.2512012899
1594	0.2511974125
1595	0.2511851146
1596	0.2511819308
1597	0.2511728784
1598	0.2511646011
1599	0.2511568844
1600	0.2511473478
1601	0.2511447239
1602	0.2511432204
1603	0.2511209797
1604	0.2511183904
1605	0.2511164536
1606	0.2511100049
1607	0.2510979338
1608	0.2510878413
1609	0.2510774881
1610	0.2510674819
1611	0.251059991
1612	0.2510574702
1613	0.2510419746
1614	0.2510355107
1615	0.2510150328
1616	0.2510119701
1617	0.2509998305
1618	0.2509962533
1619	0.2509861089
1620	0.2509728693
1621	0.2509677428
1622	0.2509596701
1623	0.2509486247
1624	0.2509396852
1625	0.2509278177
1626	0.2509188696
1627	0.2509060621
1628	0.250892817
1629	0.2508892758
1630	0.250884438
1631	0.250875654
1632	0.2508554656
1633	0.2508430086
1634	0.2508394672
1635	0.2508157344
1636	0.2508130021
1637	0.2508045154
1638	0.2507809412
1639	0.2507784941
1640	0.2507697701
1641	0.2507604022
1642	0.2507496902
1643	0.2507348271
1644	0.2507320443
1645	0.2507165125
1646	0.2507072472
1647	0.2506928376
1648	0.2506854928
1649	0.2506828719
1650	0.250675644
1651	0.2506696316
1652	0.2506581364
1653	0.2506512421
1654	0.2506329449
1655	0.2506100869
1656	0.2506042831
1657	0.2505916233
1658	0.2505869424
1659	0.2505681003
1660	0.250565192
1661	0.2505574764
1662	0.2505485234
1663	0.250541004
1664	0.2505359285
1665	0.2505232205
1666	0.2505155163
1667	0.2505141218
1668	0.2504965409
1669	0.2504864619
1670	0.2504818929
1671	0.250474695
1672	0.2504588936
1673	0.2504533895
1674	0.2504469469
1675	0.2504434509
1676	0.250440662
1677	0.2504289635
1678	0.2504269794
1679	0.2504104394
1680	0.2503818934
1681	0.2503436861
1682	0.2503327894
1683	0.2503129985
1684	0.250311622
1685	0.2503072848
1686	0.2502947151
1687	0.2502836297
1688	0.2502761446
1689	0.2502735578
1690	0.2502703275
1691	0.2502538736
1692	0.2502363728
1693	0.2502177879
1694	0.2502134538
1695	0.2501939361
1696	0.250186839
1697	0.250158126
1698	0.2501299215
1699	0.2501209082
1700	0.2501171906
1701	0.2501071126
1702	0.25009296
1703	0.2500839164
1704	0.2500804056
1705	0.2500713368
1706	0.2500621693
1707	0.2500372551
1708	0.2500283439
1709	0.2499967552
1710	0.2499862354
1711	0.249955376
1712	0.2499500412
1713	0.2499459005
1714	0.2499304649
1715	0.2499161247
1716	0.2498989058
1717	0.249897171
1718	0.2498905604
1719	0.249871057
1720	0.2498638982
1721	0.2498587918
1722	0.2498561822
1723	0.2498504029
1724	0.2498291213
1725	0.2498266372
1726	0.2498061901
1727	0.2497897814
1728	0.249786036
1729	0.2497748082
1730	0.2497666909
1731	0.2497355213
1732	0.2497308424
1733	0.2497192746
1734	0.2497163315
1735	0.2497120304
1736	0.2496775089
1737	0.2496569477
1738	0.2496565525
1739	0.2496407739
1740	0.2496401275
1741	0.2496360569
1742	0.2496255666
1743	0.2496230625
1744	0.2496147629
1745	0.2496047777
1746	0.2496019351
1747	0.2495920352
1748	0.2495779468
1749	0.2495720436
1750	0.249567055
1751	0.2495554703
1752	0.2495484973
1753	0.2495481122
1754	0.249541133
1755	0.2495281984
1756	0.2495197525
1757	0.2495182607
1758	0.2495156255
1759	0.2495122879
1760	0.2494995972
1761	0.2494778814
1762	0.2494702918
1763	0.2494678478
1764	0.2494515219
1765	0.249447616
1766	0.249438955
1767	0.2494322956
1768	0.2494155453
1769	0.2494046475
1770	0.2494011933
1771	0.2493975012
1772	0.2493714704
1773	0.2493626167
1774	0.2493567187
1775	0.249352993
1776	0.2493455656
1777	0.2493270161
1778	0.2492933004
1779	0.2492773299
1780	0.2492621639
1781	0.2492595404
1782	0.2492241864
1783	0.2492172634
1784	0.2492125394
1785	0.2492015821
1786	0.2491912879
1787	0.2491818481
1788	0.2491795582
1789	0.2491705272
1790	0.249158028
1791	0.249130767
1792	0.2491227095
1793	0.2491223357
1794	0.2491188156
1795	0.2490932172
1796	0.2490761614
1797	0.2490741856
1798	0.24906854
1799	0.2490677069
1800	0.2490574859
1801	0.2490449461
1802	0.2490321772
1803	0.2490277208
1804	0.2490182231
1805	0.2490059649
1806	0.2490044792
1807	0.248997377
1808	0.2489959466
1809	0.248991477
1810	0.2489741505
1811	0.248961349
1812	0.248941818
1813	0.248938216
1814	0.2489330654
1815	0.2489159243
1816	0.2488882142
1817	0.248876343
1818	0.2488716374
1819	0.2488689066
1820	0.2488640288
1821	0.2488574341
1822	0.2488434092
1823	0.2488359386
1824	0.2488298653
1825	0.2488275839
1826	0.2488120572
1827	0.2488059402
1828	0.2487880257
1829	0.24878558
1830	0.2487711647
1831	0.2487600641
1832	0.2487583045
1833	0.2487475086
1834	0.2487472559
1835	0.2487430899
1836	0.2487394233
1837	0.2487133274
1838	0.2487008864
1839	0.2486903697
1840	0.2486880632
1841	0.2486838074
1842	0.2486767307
1843	0.2486678212
1844	0.2486645184
1845	0.2486591573
1846	0.2486588798
1847	0.2486518504
1848	0.2486485797
1849	0.248641113
1850	0.2486363826
1851	0.248631103
1852	0.2486271934
1853	0.2486182674
1854	0.2486094878
1855	0.2486004996
1856	0.2485910193
1857	0.2485791904
1858	0.2485609673
1859	0.2485435489
1860	0.248533285
1861	0.2485302153
1862	0.2485127395
1863	0.248505623
1864	0.2484928527
1865	0.2484812044
1866	0.2484704628
1867	0.2484658073
1868	0.2484571494
1869	0.2484480713
1870	0.2484398711
1871	0.2484326113
1872	0.2484147349
1873	0.2483998163
1874	0.2483960584
1875	0.2483890301
1876	0.2483833187
1877	0.2483764221
1878	0.2483490996
1879	0.2483341192
1880	0.2483306889
1881	0.2482977716
1882	0.2482919713
1883	0.2482658646
1884	0.2482528859
1885	0.2482450987
1886	0.248226142
1887	0.2482222526
1888	0.2482072736
1889	0.2481973691
1890	0.2481804497
1891	0.2481695206
1892	0.2481609718
1893	0.2481478504
1894	0.2481393104
1895	0.2481306333
1896	0.2481125301
1897	0.248106084
1898	0.2480943002
1899	0.2480904623
1900	0.2480808679
1901	0.2480701461
1902	0.2480578883
1903	0.2480442287
1904	0.2480379937
1905	0.2480230688
1906	0.248013546
1907	0.2480061825
1908	0.2480018399
1909	0.2479992266
1910	0.2479939809
1911	0.2479895258
1912	0.2479803987
1913	0.2479768016
1914	0.247958531
1915	0.2479562406
1916	0.2479559729
1917	0.2479498636
1918	0.2479465899
1919	0.2479399333
1920	0.2479351323
1921	0.2479245987
1922	0.2479158793
1923	0.2479086952
1924	0.247895874
1925	0.2478774032
1926	0.2478753962
1927	0.247872919
1928	0.2478680967
1929	0.2478645732
1930	0.2478410469
1931	0.2478265995
1932	0.2478256153
1933	0.2478016062
1934	0.247801351
1935	0.2477796156
1936	0.2477687349
1937	0.2477629023
1938	0.2477505231
1939	0.2477452622
1940	0.2477427444
1941	0.2477300825
1942	0.2477062626
1943	0.2476982542
1944	0.2476893628
1945	0.2476871763
1946	0.2476743841
1947	0.2476540422
1948	0.2476505604
1949	0.2476266687
1950	0.2476204378
1951	0.2476103414
1952	0.2475857995
1953	0.2475618896
1954	0.2475574165
1955	0.2475492374
1956	0.2475459713
1957	0.2475360438
1958	0.247517828
1959	0.2475092918
1960	0.2474965373
1961	0.2474934987
1962	0.2474807885
1963	0.2474681222
1964	0.2474547284
1965	0.2474422053
1966	0.2474347014
1967	0.2474273234
1968	0.247422829
1969	0.247418616
1970	0.2474040686
1971	0.2473993767
1972	0.2473936161
1973	0.2473772728
1974	0.2473665921
1975	0.2473420048
1976	0.2473366896
1977	0.2473283183
1978	0.2473232828
1979	0.2473171991
1980	0.2473108133
1981	0.2473028692
1982	0.247296229
1983	0.2472907794
1984	0.2472692239
1985	0.2472534033
1986	0.247251723
1987	0.2472312573
1988	0.247226603
1989	0.2472190357
1990	0.247211142
1991	0.2471921897
1992	0.247191762
1993	0.2471836825
1994	0.2471773886
1995	0.2471730153
1996	0.2471668368
1997	0.2471638108
1998	0.2471567015
1999	0.2471464134
